blueKills,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueTotalGold,blueKills_set,blueTotalGold_min/kills
6,191,60,15875,,
5,241,48,16273,,
4,238,56,15848,,
4,201,48,15297,,
6,208,55,16406,,
8,234,28,17509,,
4,200,60,15398,,
9,178,60,17431,,
9,239,56,18968,,
4,218,48,16318,,
13,198,55,18896,,
5,204,53,15964,,
6,184,64,15924,,
4,215,61,15190,,
6,216,65,17482,,
2,211,57,14492,,
8,225,34,17055,,
4,191,44,14559,,
6,204,52,15838,,
6,250,32,16047,,
6,241,48,16513,,
4,222,51,15445,,
9,213,48,18124,,
3,213,42,14268,,
6,206,60,16000,,
6,184,37,15040,,
6,199,55,15416,,
7,232,56,17844,,
5,229,44,16455,,
6,252,56,17368,,
7,218,51,16503,,
5,198,43,15063,,
6,221,59,17733,,
4,224,50,15720,,
5,228,68,16457,,
8,220,45,17526,,
8,215,66,17204,,
4,271,72,16973,,
1,192,23,12713,,
8,217,47,16488,,
6,208,45,15801,,
5,185,44,14750,,
9,213,35,17709,,
6,181,46,15827,,
10,206,38,17482,,
4,202,61,15450,,
7,208,30,15728,,
5,202,44,15588,,
10,217,76,18676,,
4,185,68,15829,,
4,228,44,15340,,
7,207,52,17140,,
2,200,71,14606,,
6,257,64,17528,,
5,193,44,16035,,
3,193,56,14559,,
12,246,48,19726,,
5,230,56,16508,,
1,221,52,14001,,
4,224,51,15650,,
6,227,64,16663,,
7,241,44,17052,,
7,209,40,16242,,
4,211,44,15009,,
4,209,54,15462,,
7,222,57,16972,,
4,268,60,17005,,
4,225,48,15845,,
2,209,36,14048,,
6,153,60,15388,,
4,176,67,14622,,
4,199,48,15184,,
10,195,41,17607,,
6,179,50,15258,,
13,207,32,19669,,
7,251,48,17865,,
9,219,30,19206,,
7,252,60,18068,,
6,235,48,17397,,
6,221,52,15933,,
5,239,25,15552,,
4,240,72,16675,,
6,231,55,16585,,
12,213,37,18665,,
9,223,56,17555,,
5,215,48,15942,,
6,204,40,16185,,
7,213,42,17444,,
4,220,57,15471,,
3,225,47,15043,,
7,217,56,16424,,
6,158,60,16061,,
5,198,40,14910,,
5,193,28,15127,,
0,173,50,12682,,
5,231,64,16298,,
10,215,60,18818,,
7,199,68,17221,,
7,237,46,17897,,
4,194,48,14657,,
8,231,32,17232,,
2,255,80,15830,,
3,214,53,14992,,
10,233,39,19000,,
5,203,50,15723,,
4,213,54,15428,,
4,204,47,14592,,
4,202,53,15613,,
7,217,51,16844,,
7,242,52,17709,,
3,212,52,15028,,
6,219,43,16399,,
12,206,58,19079,,
6,202,62,15809,,
5,261,56,16755,,
3,203,69,15043,,
6,222,60,16832,,
9,210,46,17580,,
5,193,43,15453,,
3,261,48,15869,,
5,220,49,15917,,
11,259,50,19612,,
1,152,41,12519,,
5,221,68,16227,,
6,190,56,15291,,
3,209,47,14442,,
12,201,36,18968,,
5,239,60,16187,,
10,190,62,18062,,
1,230,72,14824,,
3,217,64,15195,,
7,202,56,16457,,
5,238,60,18317,,
7,218,55,16319,,
11,233,58,19275,,
6,219,46,16605,,
6,238,67,17898,,
3,213,44,14745,,
2,249,63,16417,,
4,217,44,15169,,
2,233,64,15197,,
8,248,56,18208,,
7,241,63,17879,,
9,239,36,17947,,
3,243,56,15393,,
4,205,60,15729,,
10,244,38,18560,,
3,256,57,15718,,
2,200,55,14021,,
13,196,58,19485,,
6,198,48,16029,,
4,205,40,14372,,
10,195,52,18348,,
7,206,40,16464,,
4,213,67,16377,,
9,203,40,17421,,
4,221,53,15284,,
3,214,60,14900,,
7,204,47,16345,,
6,244,56,17982,,
6,232,43,16259,,
10,228,47,18472,,
7,203,48,16099,,
4,231,41,15947,,
6,228,43,16590,,
3,229,53,14986,,
16,193,32,19234,,
3,228,52,16657,,
16,218,35,21512,,
6,200,52,15905,,
7,191,41,15793,,
10,198,40,17883,,
4,219,60,15744,,
5,189,38,14765,,
5,255,63,17446,,
6,233,36,16190,,
2,221,54,14967,,
9,218,45,18108,,
7,222,40,16397,,
6,237,48,16606,,
3,172,62,14351,,
2,249,41,14864,,
10,227,66,18214,,
8,200,37,17059,,
2,215,53,14353,,
4,205,45,16580,,
9,234,33,17426,,
6,227,65,16308,,
9,249,35,19723,,
6,222,32,15946,,
11,218,67,19425,,
14,198,56,18135,,
9,176,64,16774,,
6,215,60,16637,,
7,214,44,16750,,
1,218,44,13493,,
6,192,49,15794,,
9,203,36,16574,,
17,199,44,20182,,
4,205,48,15402,,
6,188,43,15414,,
5,225,34,16982,,
5,208,50,15193,,
5,226,55,15968,,
2,220,71,15260,,
7,203,33,17115,,
5,225,51,16365,,
7,190,64,16712,,
13,202,32,18236,,
13,206,43,20067,,
3,205,52,14792,,
1,212,61,14748,,
10,207,67,18682,,
3,229,60,15883,,
5,200,41,15938,,
11,228,45,18405,,
4,246,46,16164,,
3,212,48,15000,,
3,191,46,14454,,
7,209,56,17459,,
10,217,52,17933,,
2,188,44,14780,,
4,226,44,15056,,
2,158,44,13337,,
13,205,52,20169,,
5,222,52,15549,,
10,221,48,18392,,
5,208,43,15865,,
9,209,52,17498,,
2,221,65,14606,,
0,200,49,13590,,
5,242,58,16259,,
9,188,46,17137,,
2,206,45,14775,,
11,174,31,17571,,
5,230,56,16946,,
2,244,44,16437,,
6,241,52,16881,,
2,242,72,15938,,
4,230,60,15639,,
4,214,37,14582,,
13,242,46,19537,,
1,223,52,14031,,
7,192,40,16749,,
6,214,63,16542,,
7,230,41,18053,,
11,216,56,18102,,
9,170,47,17332,,
10,206,43,17748,,
6,210,60,17034,,
6,181,79,16000,,
6,217,51,16655,,
1,202,43,13719,,
5,248,44,17264,,
3,210,36,14725,,
4,175,39,14360,,
6,233,52,16223,,
6,236,51,16695,,
5,212,66,16297,,
2,246,60,15386,,
6,254,44,18435,,
7,216,44,17008,,
5,240,59,16684,,
9,229,64,17965,,
5,231,52,16737,,
1,190,59,13638,,
4,221,62,15838,,
3,236,68,15734,,
8,226,55,17802,,
7,186,48,16149,,
3,195,52,14719,,
6,228,28,15883,,
15,209,28,19917,,
7,203,48,16137,,
7,269,48,17994,,
9,226,60,17693,,
6,224,48,16184,,
4,220,56,15791,,
3,202,64,15426,,
5,229,52,16885,,
5,219,64,15880,,
6,196,56,16701,,
8,230,56,17040,,
2,187,48,13703,,
8,238,52,16953,,
6,190,59,16327,,
6,260,80,17854,,
12,221,56,19970,,
6,231,50,16010,,
9,180,39,16899,,
9,154,44,16256,,
6,238,60,16676,,
11,209,54,18877,,
4,187,43,14827,,
5,244,47,16098,,
4,224,56,15237,,
6,256,59,16796,,
10,220,57,19323,,
6,237,40,16127,,
9,175,49,17027,,
6,213,40,15965,,
6,202,60,16167,,
10,225,40,18334,,
3,214,61,15191,,
6,222,52,16132,,
3,232,50,15098,,
5,221,51,16261,,
5,248,44,16427,,
6,170,38,14901,,
7,232,47,17070,,
6,217,41,16217,,
10,253,59,18822,,
14,196,48,19185,,
3,203,41,14220,,
8,248,51,18477,,
5,231,60,16324,,
4,209,56,15247,,
6,208,72,17361,,
10,208,55,17793,,
2,244,40,14619,,
5,211,44,15552,,
5,258,48,17170,,
11,203,44,18658,,
10,211,38,17857,,
2,219,44,14613,,
5,197,64,15359,,
7,239,52,16756,,
14,207,64,19984,,
5,211,44,15470,,
9,156,40,16494,,
6,201,48,15904,,
3,190,51,14423,,
3,216,52,15136,,
8,216,42,16681,,
2,230,58,14868,,
5,216,52,16103,,
7,206,42,15674,,
3,189,52,14100,,
14,236,56,20177,,
4,207,51,15222,,
4,188,44,14731,,
3,190,45,14566,,
10,179,55,17545,,
3,221,65,15159,,
4,212,71,15855,,
6,224,60,17023,,
8,221,60,17163,,
5,224,49,15875,,
6,159,36,14887,,
4,203,57,15330,,
2,211,40,14295,,
6,209,52,16454,,
1,211,49,13951,,
3,255,64,16307,,
8,170,28,16072,,
4,231,50,15515,,
3,221,48,15188,,
9,198,61,17791,,
4,248,46,15813,,
3,201,48,14424,,
12,218,32,19306,,
2,196,56,14348,,
2,221,69,14990,,
5,222,54,16129,,
9,233,48,18135,,
6,228,68,17039,,
3,194,53,14761,,
0,181,56,12971,,
4,234,44,15220,,
12,196,55,18228,,
6,226,56,17490,,
4,217,56,15338,,
11,215,62,19421,,
7,233,41,17321,,
6,247,48,17170,,
7,216,56,17162,,
7,218,75,17382,,
7,201,40,16313,,
2,217,64,15264,,
3,228,51,15001,,
4,248,60,16938,,
10,242,69,19634,,
7,213,56,16782,,
11,188,35,18723,,
5,201,31,14644,,
14,218,29,19118,,
0,198,63,13546,,
5,219,64,16431,,
6,226,63,16561,,
3,208,43,14866,,
11,234,38,18625,,
9,221,40,17194,,
5,236,44,15873,,
6,217,47,16398,,
8,244,50,17951,,
3,234,52,15240,,
10,203,56,17561,,
2,191,52,14200,,
5,226,50,16055,,
7,230,76,19456,,
5,212,62,15923,,
2,194,44,13879,,
9,195,50,17356,,
5,182,60,15861,,
8,220,60,17511,,
4,230,43,15528,,
8,196,48,16393,,
9,198,32,17433,,
13,186,40,19714,,
6,167,48,15569,,
8,181,54,17031,,
9,218,52,18254,,
6,201,61,16126,,
5,212,45,15937,,
5,208,33,15595,,
5,226,41,16874,,
5,234,59,16344,,
5,214,63,15882,,
6,201,47,15498,,
10,251,43,19699,,
9,215,52,17320,,
2,246,46,14720,,
6,223,56,16518,,
8,245,53,17926,,
5,215,59,16632,,
8,228,40,18357,,
9,237,67,18258,,
8,216,36,16706,,
7,243,64,18234,,
3,200,42,14202,,
7,248,60,17911,,
0,205,44,13094,,
8,245,52,17476,,
5,247,56,16979,,
2,197,52,13977,,
4,172,41,14345,,
4,232,48,15601,,
5,177,45,14966,,
4,225,63,16127,,
8,195,61,17156,,
5,221,48,15790,,
6,212,59,16462,,
4,225,52,15798,,
6,264,63,17666,,
9,234,60,18018,,
6,212,44,16027,,
9,249,59,18681,,
10,231,44,17671,,
4,227,48,15974,,
6,230,56,16656,,
1,229,41,14224,,
4,237,63,16526,,
7,221,53,16890,,
7,237,43,16879,,
12,216,54,19622,,
7,226,47,16867,,
4,223,68,15874,,
8,205,40,16789,,
8,231,51,17315,,
5,216,58,15605,,
3,200,57,15059,,
10,231,44,18137,,
4,192,51,14698,,
5,200,56,15788,,
2,237,64,15464,,
7,207,60,17042,,
5,204,44,15242,,
3,246,68,16125,,
10,241,54,17955,,
5,207,47,15277,,
5,213,44,15087,,
8,217,55,16880,,
8,216,52,17878,,
12,229,55,19270,,
6,191,58,15318,,
8,179,42,16291,,
8,209,63,17738,,
6,201,46,16765,,
8,222,38,16912,,
2,224,60,14534,,
8,201,62,17289,,
6,247,48,17948,,
7,200,49,16058,,
7,215,52,17112,,
5,227,63,16089,,
6,237,71,17132,,
8,232,52,17777,,
9,244,40,18808,,
2,231,48,14842,,
5,231,55,16475,,
8,239,48,17917,,
6,197,47,16324,,
5,245,64,16308,,
4,184,56,14756,,
4,184,44,14820,,
3,233,56,15624,,
4,225,55,15098,,
8,232,47,17315,,
1,220,52,13981,,
6,195,48,15602,,
9,191,61,17569,,
7,167,39,15381,,
3,226,56,14840,,
5,187,38,15346,,
4,243,60,16530,,
2,203,49,14379,,
7,198,52,16792,,
5,193,35,15243,,
10,235,65,17332,,
3,246,53,16120,,
7,230,48,17013,,
5,196,44,15754,,
11,241,60,20007,,
14,244,39,20063,,
8,222,41,17263,,
7,242,48,16793,,
5,171,48,14982,,
6,215,58,16385,,
7,227,46,17135,,
8,219,40,16894,,
6,232,63,16869,,
7,221,44,17201,,
7,224,52,16864,,
12,224,41,18432,,
7,238,54,17232,,
12,223,56,18704,,
6,204,52,16818,,
7,231,47,16595,,
6,259,61,17592,,
8,256,49,17775,,
5,212,64,15817,,
7,184,48,16222,,
3,234,72,16451,,
10,272,68,19904,,
8,185,44,16907,,
0,211,60,13728,,
3,217,43,14324,,
2,214,52,15175,,
3,188,48,14108,,
9,228,54,18239,,
8,233,52,18178,,
6,196,56,15711,,
13,220,60,20666,,
6,203,48,15721,,
7,189,48,16100,,
4,203,52,15017,,
3,174,50,13771,,
9,197,42,17061,,
6,262,57,16993,,
3,186,44,14127,,
6,192,60,16100,,
6,200,62,16229,,
6,217,46,15724,,
7,216,75,17222,,
10,216,52,19020,,
10,250,64,19847,,
3,216,39,14814,,
7,170,37,15002,,
8,247,40,17605,,
3,213,40,14502,,
2,220,45,14599,,
1,213,48,13686,,
5,207,56,16449,,
13,244,43,21783,,
6,210,48,15867,,
8,177,36,15889,,
7,196,56,16988,,
5,245,48,16076,,
13,249,72,22162,,
3,209,64,15178,,
6,188,34,15196,,
4,229,57,15600,,
7,215,67,16742,,
5,197,44,15580,,
5,211,61,16111,,
3,244,52,15404,,
5,201,33,15147,,
11,178,49,17058,,
4,174,32,14129,,
5,250,48,16368,,
4,235,42,15577,,
9,207,46,17102,,
3,206,40,14323,,
5,219,59,15807,,
5,186,40,14988,,
2,220,57,15051,,
3,261,56,15641,,
9,227,48,16715,,
10,212,40,18423,,
4,193,52,15289,,
3,220,58,14467,,
3,236,64,15544,,
2,228,44,14743,,
3,224,46,14591,,
10,212,46,18787,,
8,181,39,16671,,
8,222,51,17134,,
3,221,44,14996,,
7,236,47,17610,,
9,197,39,17302,,
6,203,66,16877,,
9,154,40,16218,,
5,201,58,15680,,
6,194,48,16070,,
4,212,52,15267,,
1,244,44,14894,,
2,189,45,13598,,
3,225,61,15373,,
6,211,42,16260,,
8,205,38,16894,,
8,219,56,17951,,
4,204,44,15054,,
2,199,50,13791,,
9,191,40,17348,,
8,219,38,16573,,
7,247,45,17149,,
5,228,56,16024,,
6,204,52,16368,,
9,222,57,18351,,
1,231,44,14044,,
6,204,48,15855,,
10,212,68,19301,,
3,221,60,15530,,
3,193,48,14637,,
7,167,45,15312,,
8,233,66,17677,,
9,235,51,18689,,
8,206,40,17008,,
5,224,45,15658,,
5,180,45,14318,,
8,186,59,16262,,
6,158,43,15653,,
5,211,44,15908,,
5,241,48,15884,,
7,245,60,17399,,
9,215,56,17892,,
11,226,60,18348,,
2,225,43,14287,,
6,202,40,16024,,
5,261,60,17039,,
9,216,35,17827,,
7,239,60,16819,,
2,199,40,13709,,
4,204,52,15442,,
1,232,55,14996,,
2,238,53,15325,,
1,196,52,13967,,
3,221,48,15032,,
11,227,70,19045,,
4,242,58,15820,,
3,201,44,14536,,
5,244,65,16833,,
8,186,50,16483,,
9,239,60,17483,,
1,215,43,14400,,
12,197,60,18661,,
8,224,60,17603,,
1,199,60,13643,,
5,232,40,16228,,
9,239,37,18050,,
5,206,52,16007,,
10,194,48,17979,,
3,240,48,15552,,
12,216,55,18850,,
3,224,53,14698,,
2,164,50,13456,,
4,243,60,16777,,
12,214,55,19146,,
10,212,46,18027,,
11,212,46,17612,,
0,225,64,14102,,
13,214,40,18000,,
8,229,44,16613,,
8,216,55,17903,,
10,203,43,17907,,
8,177,52,16002,,
4,204,46,14816,,
5,245,49,16093,,
8,199,46,18239,,
9,181,41,16969,,
6,254,71,18596,,
4,230,64,15702,,
3,252,60,15885,,
6,190,47,15292,,
4,236,47,15843,,
5,216,65,16028,,
7,159,32,15718,,
11,167,46,17378,,
6,263,64,17354,,
13,215,68,19718,,
11,245,47,20245,,
7,162,48,15869,,
4,198,44,15321,,
8,218,44,16293,,
10,220,62,19669,,
7,217,60,17093,,
5,257,54,17434,,
1,238,49,14250,,
12,204,48,19104,,
9,216,38,17700,,
6,206,46,15687,,
4,221,53,15866,,
6,203,48,16079,,
13,220,51,19610,,
7,232,36,16597,,
2,215,41,14211,,
4,235,68,15897,,
6,178,36,15740,,
6,237,54,17170,,
4,235,58,15950,,
9,226,51,17990,,
4,235,56,15749,,
4,226,52,15317,,
8,225,45,16896,,
3,231,56,15085,,
9,203,51,17790,,
4,210,46,15245,,
9,226,36,18654,,
1,223,68,14266,,
9,185,56,17742,,
8,221,55,17610,,
5,203,40,15921,,
7,218,48,16860,,
3,181,42,13842,,
9,253,44,17378,,
5,260,53,15979,,
4,216,48,15475,,
6,228,44,17077,,
3,206,51,14294,,
2,203,58,14504,,
10,202,50,18022,,
3,230,46,15390,,
8,192,63,17251,,
4,186,54,15337,,
7,219,60,16498,,
7,219,65,17359,,
12,228,58,20346,,
7,238,52,17711,,
4,213,40,15089,,
5,138,52,15077,,
4,236,45,15519,,
6,214,52,16003,,
4,248,60,16270,,
8,234,55,17917,,
9,238,56,18099,,
6,196,52,16073,,
5,240,42,15887,,
5,170,29,14486,,
2,235,54,14635,,
10,210,47,18928,,
6,185,47,15649,,
7,227,39,16291,,
6,238,43,16523,,
3,188,54,15084,,
6,210,52,16146,,
7,223,44,16945,,
6,208,60,16600,,
5,228,52,16941,,
6,227,46,15862,,
10,222,65,18526,,
1,229,46,14399,,
6,213,61,16496,,
4,261,48,16521,,
6,210,52,16972,,
5,231,60,16375,,
8,218,39,17149,,
6,158,68,15319,,
13,218,37,19475,,
11,227,59,18576,,
16,207,58,20218,,
4,200,54,15398,,
15,195,52,19683,,
9,182,42,17284,,
10,224,36,18281,,
7,214,40,16905,,
7,222,49,16875,,
6,210,36,16277,,
10,220,42,18380,,
8,170,32,16622,,
7,212,24,16388,,
7,214,55,17441,,
8,242,44,17469,,
5,201,51,15649,,
9,206,75,18130,,
8,256,54,17850,,
7,239,40,16164,,
6,173,67,15928,,
4,233,45,15356,,
6,181,67,16135,,
3,262,76,16019,,
6,225,40,16079,,
10,219,48,18272,,
3,241,64,15595,,
12,208,56,20010,,
8,199,44,16879,,
3,243,56,15578,,
9,244,67,18877,,
10,236,52,18904,,
9,175,56,17394,,
5,251,64,16829,,
7,209,64,17002,,
6,180,47,15721,,
4,220,44,16263,,
7,208,36,15833,,
2,221,53,14918,,
4,207,34,15043,,
9,222,54,17775,,
11,231,50,20012,,
5,228,52,15954,,
2,192,62,14194,,
4,174,55,14689,,
10,245,41,18152,,
6,218,52,16642,,
1,193,46,13383,,
6,232,57,16818,,
3,244,48,16621,,
8,220,43,16729,,
3,181,71,14630,,
6,237,59,16489,,
2,178,45,13608,,
6,244,64,16583,,
10,244,50,19439,,
5,226,60,15974,,
4,225,50,15865,,
6,205,51,15919,,
5,207,47,15360,,
9,186,48,16836,,
7,216,49,16284,,
11,214,54,18303,,
5,229,53,16206,,
8,202,45,17310,,
4,164,44,14562,,
6,203,44,15954,,
2,215,51,14079,,
4,243,52,16636,,
6,209,40,16048,,
3,221,57,14953,,
5,255,57,16279,,
1,216,49,13841,,
3,187,67,15311,,
10,168,56,16677,,
7,189,45,16224,,
7,208,54,16372,,
12,206,72,19306,,
8,215,74,18801,,
9,209,43,16988,,
4,216,44,15027,,
6,198,50,15512,,
4,213,53,17147,,
3,221,64,16748,,
4,212,46,14456,,
10,225,36,18247,,
9,230,59,18196,,
7,220,48,16866,,
4,184,52,13960,,
3,190,51,14545,,
12,195,67,18894,,
4,181,44,14595,,
11,239,52,19670,,
11,223,36,19116,,
6,234,68,17186,,
2,223,57,14498,,
6,229,80,17085,,
12,191,63,19032,,
1,212,75,14401,,
6,198,43,15741,,
9,239,40,19138,,
7,233,39,17363,,
2,241,60,15190,,
5,205,64,15592,,
5,221,43,15951,,
5,199,45,15934,,
4,223,60,15894,,
5,237,46,16148,,
7,209,55,16456,,
7,239,63,17903,,
6,212,40,16925,,
3,227,44,14966,,
6,211,56,16014,,
3,229,60,15311,,
4,226,56,16177,,
5,203,60,16123,,
10,222,55,18344,,
5,257,73,17564,,
4,231,61,15676,,
1,258,64,15652,,
10,215,48,18079,,
1,235,57,14325,,
5,210,50,16132,,
7,226,47,17130,,
9,206,61,19459,,
5,219,55,15742,,
4,192,63,15412,,
4,217,40,15337,,
6,217,36,15969,,
8,185,40,16347,,
13,235,40,20341,,
5,228,58,16507,,
2,199,52,13649,,
6,191,32,15377,,
2,230,64,15345,,
3,205,42,14426,,
7,229,43,16518,,
1,232,48,14112,,
6,225,68,16809,,
7,231,48,17011,,
6,236,52,16928,,
3,190,52,14016,,
7,199,49,16082,,
10,230,52,18851,,
10,248,56,19994,,
8,226,55,17935,,
3,163,48,13539,,
2,203,52,13874,,
7,204,60,16920,,
9,222,52,17484,,
9,191,52,16731,,
7,194,54,16374,,
5,219,48,15706,,
2,201,52,14368,,
5,195,41,15081,,
8,180,48,16077,,
3,204,70,15092,,
3,220,72,14986,,
6,234,47,16894,,
3,201,56,14525,,
8,223,39,18618,,
3,226,44,15345,,
9,209,52,17967,,
13,235,50,19484,,
3,200,48,14508,,
8,223,59,17505,,
7,219,56,17428,,
8,218,60,17336,,
4,209,40,15386,,
4,240,68,16353,,
7,211,43,16697,,
3,226,57,14850,,
3,217,35,14879,,
10,230,53,18454,,
1,242,52,14334,,
4,233,56,17490,,
13,225,53,19526,,
10,223,39,18439,,
9,210,46,17375,,
8,215,67,17367,,
7,213,41,16354,,
5,220,41,15708,,
3,209,48,15427,,
9,190,41,16851,,
6,193,34,15786,,
8,217,32,16319,,
2,211,49,14324,,
7,181,48,16064,,
10,228,51,18013,,
4,229,49,15890,,
4,218,44,15492,,
4,219,64,16281,,
2,232,68,15032,,
6,219,48,16777,,
6,197,36,15708,,
6,240,66,17505,,
6,220,33,15889,,
12,234,40,19031,,
10,249,55,18581,,
2,225,50,14796,,
8,239,48,17429,,
9,236,48,17686,,
6,213,48,16158,,
4,169,48,14471,,
9,209,45,17419,,
10,221,32,17859,,
3,200,32,14546,,
11,178,41,17373,,
8,209,46,17239,,
10,213,34,18178,,
9,215,44,16690,,
1,186,50,13508,,
7,236,44,17122,,
5,226,51,16429,,
8,192,44,17556,,
3,202,41,14635,,
10,226,45,17890,,
1,174,40,12884,,
8,191,66,17160,,
3,185,38,14416,,
10,219,57,18165,,
3,199,39,14438,,
7,196,64,16784,,
6,189,44,15384,,
2,232,51,14980,,
10,219,31,18314,,
7,224,51,16548,,
9,225,63,18329,,
7,216,37,16877,,
4,232,32,14899,,
3,236,57,15630,,
9,230,46,18321,,
10,215,59,17793,,
1,235,54,14297,,
4,216,38,15602,,
8,239,51,17938,,
10,206,40,17556,,
4,209,51,15232,,
4,233,48,15768,,
3,206,38,14663,,
7,219,46,17180,,
7,246,43,16616,,
2,232,44,14555,,
4,241,53,15614,,
3,270,55,16956,,
7,219,56,17102,,
4,188,52,14869,,
3,210,48,15295,,
5,233,56,16506,,
7,259,48,18745,,
14,213,35,18802,,
9,220,44,18677,,
14,210,52,20909,,
8,204,55,17012,,
7,205,45,16559,,
12,226,63,19884,,
5,189,35,14642,,
2,217,51,14120,,
6,188,46,15484,,
3,232,51,15392,,
5,239,51,16568,,
9,167,30,17140,,
7,189,66,16695,,
12,193,48,17513,,
8,218,48,17299,,
4,254,51,16581,,
4,261,64,17137,,
6,207,68,16262,,
4,211,62,15719,,
5,221,52,15824,,
8,227,53,17235,,
7,229,59,17199,,
3,241,56,15716,,
9,246,39,17835,,
1,140,0,10730,,
10,250,51,18436,,
3,185,48,14017,,
7,195,36,15888,,
8,193,35,17185,,
5,223,40,15358,,
6,180,47,15448,,
9,249,56,17913,,
6,222,50,16231,,
3,213,47,14878,,
3,242,44,15229,,
12,248,36,19933,,
3,210,55,14637,,
5,219,40,16637,,
8,193,51,16840,,
4,190,70,14358,,
4,242,48,15403,,
6,221,40,16328,,
8,188,49,16166,,
1,221,36,13458,,
4,229,56,15613,,
6,244,54,16819,,
3,221,42,14815,,
6,207,35,16186,,
4,253,64,16538,,
4,178,44,14291,,
4,217,47,15399,,
2,184,52,13726,,
9,211,33,17776,,
12,183,55,18913,,
11,226,40,17317,,
8,238,48,17809,,
7,225,52,16474,,
10,214,38,16915,,
3,235,52,14964,,
13,212,48,19253,,
2,213,52,14797,,
9,227,53,17642,,
3,210,43,14462,,
10,195,61,16993,,
3,189,49,14149,,
10,231,44,18633,,
8,244,49,17421,,
1,202,52,14112,,
10,219,44,19095,,
8,212,52,16770,,
8,210,33,17430,,
5,173,50,15011,,
0,206,71,13475,,
2,201,46,13581,,
10,189,44,16743,,
5,231,44,16331,,
7,185,39,15948,,
9,251,88,19155,,
6,209,50,17312,,
7,187,60,16990,,
12,183,28,17785,,
4,210,52,15704,,
4,228,80,17055,,
10,219,48,17538,,
4,213,43,15340,,
6,188,53,15679,,
7,209,39,16391,,
12,221,36,19362,,
1,194,47,14049,,
12,195,39,17905,,
7,239,54,17329,,
7,195,51,16699,,
7,198,47,16859,,
4,207,52,14800,,
5,195,35,15452,,
7,232,50,16981,,
5,219,48,15735,,
3,219,64,15458,,
9,198,42,16515,,
5,221,40,16275,,
5,207,55,16150,,
9,217,37,17913,,
3,224,44,15623,,
6,233,47,16405,,
6,253,60,16912,,
5,242,63,17092,,
6,234,48,17056,,
4,221,52,15039,,
10,218,51,17465,,
10,201,67,18989,,
4,242,16,14663,,
3,224,47,15208,,
9,213,34,18036,,
8,205,53,17875,,
5,223,47,15985,,
6,187,40,17035,,
7,254,52,17602,,
5,195,52,15979,,
9,242,52,18287,,
5,153,48,14888,,
3,248,72,16040,,
4,220,52,15388,,
7,217,44,16726,,
6,230,75,17242,,
7,243,67,17650,,
10,208,56,17335,,
7,222,49,16938,,
3,179,36,13655,,
6,213,52,16823,,
4,258,48,15834,,
2,235,59,14970,,
6,232,54,17173,,
1,203,45,13409,,
8,237,50,17022,,
4,228,68,15804,,
8,195,60,17073,,
7,205,56,16553,,
9,237,54,17679,,
4,197,27,14007,,
2,189,44,13986,,
7,190,46,16481,,
10,208,38,17834,,
8,226,36,17200,,
9,191,52,17125,,
7,214,49,16937,,
4,237,48,15802,,
12,221,59,19336,,
8,241,44,18524,,
4,212,47,15346,,
8,205,52,16912,,
2,236,43,14843,,
7,237,40,17037,,
9,202,48,17525,,
1,211,56,14102,,
6,222,40,15530,,
4,201,48,15168,,
3,211,68,14900,,
8,228,60,17639,,
3,239,56,14958,,
2,227,38,14569,,
7,222,50,16820,,
4,218,59,14891,,
5,182,32,15089,,
1,211,44,13427,,
8,253,56,17848,,
12,202,37,18021,,
4,257,48,16370,,
8,200,44,16091,,
5,176,56,15129,,
7,228,54,16817,,
8,248,32,18203,,
10,212,48,17706,,
10,192,43,16668,,
5,229,39,15862,,
9,209,52,17479,,
9,218,44,16782,,
8,213,52,17942,,
10,202,38,17418,,
8,185,36,16180,,
2,229,32,14124,,
8,241,42,18452,,
6,227,56,17142,,
7,181,55,16143,,
4,201,71,15944,,
1,213,48,14059,,
11,214,52,19465,,
8,227,43,17151,,
14,227,34,19483,,
8,190,36,15716,,
3,216,60,15015,,
9,211,45,16847,,
3,205,50,14907,,
5,200,55,15768,,
10,163,47,16722,,
3,227,56,15385,,
6,200,45,16102,,
7,209,64,16977,,
8,188,52,16033,,
4,205,47,15272,,
10,220,48,18959,,
5,222,44,15633,,
1,222,60,14490,,
6,263,69,17812,,
3,239,72,15603,,
4,239,60,16667,,
5,224,45,16177,,
8,209,39,16780,,
7,194,36,15938,,
7,199,41,16154,,
4,201,58,14975,,
3,215,39,14683,,
6,216,43,15836,,
8,207,37,16463,,
4,213,51,15712,,
9,232,45,17665,,
13,204,44,19680,,
5,255,62,16400,,
3,193,48,14659,,
9,232,47,18742,,
6,245,49,16637,,
9,272,52,18079,,
5,217,61,16407,,
6,215,44,16145,,
11,193,44,19557,,
6,232,59,16495,,
11,203,39,17480,,
2,225,52,15074,,
4,170,48,14963,,
6,217,51,16058,,
2,214,59,14824,,
7,212,44,17079,,
14,225,72,20351,,
12,222,44,18732,,
10,240,54,19017,,
6,224,46,17078,,
2,245,55,15351,,
3,243,52,15885,,
10,252,52,18851,,
4,227,44,16425,,
5,199,52,15649,,
4,192,48,14659,,
5,229,43,15983,,
4,222,47,15868,,
9,208,32,16732,,
4,171,30,14366,,
6,207,51,16037,,
9,218,36,17643,,
1,198,67,14261,,
4,253,40,15939,,
3,238,68,15487,,
8,196,44,16601,,
